ID Occupied By,Occupied By,ID Year,Year,Household Ownership,Household Ownership Moe,Geography,ID Geography,Slug Geography,share
0,"Owner Occupied",2015,"2015",1132,96,"Shavano Park, TX","16000US4867268","shavano-park-tx",0.9472803347280335
0,"Owner Occupied",2015,"2015",1694,119,"Terrell Hills, TX","16000US4872296","terrell-hills-tx",0.9092860976918948
0,"Owner Occupied",2015,"2015",6745,282,"Timberwood Park, TX","16000US4873057","timberwood-park-tx",0.8181707908782144
0,"Owner Occupied",2015,"2015",224,40,"Von Ormy, TX","16000US4875764","von-ormy-tx",0.7249190938511327
0,"Owner Occupied",2015,"2015",2000,211,"Windcrest, TX","16000US4879672","windcrest-tx",0.8745080891998251
0,"Owner Occupied",2015,"2015",486051,4051,"San Antonio-New Braunfels, TX","31000US41700","san-antonio-new-braunfels-tx",0.6236372197936567
0,"Owner Occupied",2014,"2014",74787460,343068,"United States","01000US","united-states",0.6435483800462007
0,"Owner Occupied",2014,"2014",5652542,27547,"Texas","04000US48","texas",0.6271138377617245
0,"Owner Occupied",2014,"2014",361408,3057,"Bexar County, TX","05000US48029","bexar-county-tx",0.5892938088017088
0,"Owner Occupied",2014,"2014",2477,185,"Alamo Heights, TX","16000US4801600","alamo-heights-tx",0.7949293966623877
0,"Owner Occupied",2014,"2014",148,67,"Balcones Heights, TX","16000US4805384","balcones-heights-tx",0.1187800963081862
0,"Owner Occupied",2014,"2014",1267,135,"Castle Hills, TX","16000US4813276","castle-hills-tx",0.7150112866817155
0,"Owner Occupied",2014,"2014",387,85,"China Grove, TX","16000US4814716","china-grove-tx",0.9555555555555556
0,"Owner Occupied",2014,"2014",4354,376,"Converse, TX","16000US4816468","converse-tx",0.6623060541527228
0,"Owner Occupied",2014,"2014",824,146,"Cross Mountain, TX","16000US4817811","cross-mountain-tx",0.8956521739130435
0,"Owner Occupied",2014,"2014",2169,187,"Fair Oaks Ranch, TX","16000US4825168","fair-oaks-ranch-tx",0.9517332163229487
0,"Owner Occupied",2014,"2014",2402,242,"Helotes, TX","16000US4833146","helotes-tx",0.9036869826937547
0,"Owner Occupied",2014,"2014",288,43,"Hill Country Village, TX","16000US4833968","hill-country-village-tx",0.9696969696969697
0,"Owner Occupied",2014,"2014",1151,108,"Hollywood Park, TX","16000US4834628","hollywood-park-tx",0.8628185907046477
0,"Owner Occupied",2014,"2014",1928,270,"Kirby, TX","16000US4839448","kirby-tx",0.6788732394366197
0,"Owner Occupied",2014,"2014",0,18,"Lackland AFB, TX","16000US4840036","lackland-afb-tx",0
0,"Owner Occupied",2014,"2014",2581,249,"Leon Valley, TX","16000US4842388","leon-valley-tx",0.5906178489702517
0,"Owner Occupied",2014,"2014",3134,267,"Live Oak, TX","16000US4843096","live-oak-tx",0.5648882480173035
0,"Owner Occupied",2014,"2014",632,52,"Olmos Park, TX","16000US4853988","olmos-park-tx",0.7289504036908881
0,"Owner Occupied",2014,"2014",266448,2814,"San Antonio, TX","16000US4865000","san-antonio-tx",0.5502634138685182
0,"Owner Occupied",2014,"2014",1646,111,"Scenic Oaks, TX","16000US4866089","scenic-oaks-tx",0.9492502883506344
0,"Owner Occupied",2014,"2014",9497,356,"Schertz, TX","16000US4866128","schertz-tx",0.7738124337977674
0,"Owner Occupied",2014,"2014",1674,231.99999999999997,"Selma, TX","16000US4866704","selma-tx",0.7237354085603113
0,"Owner Occupied",2014,"2014",1164,73,"Shavano Park, TX","16000US4867268","shavano-park-tx",0.9773299748110831
0,"Owner Occupied",2014,"2014",1663,172,"Terrell Hills, TX","16000US4872296","terrell-hills-tx",0.8859882791688866
0,"Owner Occupied",2014,"2014",6555,317,"Timberwood Park, TX","16000US4873057","timberwood-park-tx",0.8004640371229699
0,"Owner Occupied",2014,"2014",211,47,"Von Ormy, TX","16000US4875764","von-ormy-tx",0.7275862068965517
0,"Owner Occupied",2014,"2014",1898,186,"Windcrest, TX","16000US4879672","windcrest-tx",0.8619436875567665
0,"Owner Occupied",2014,"2014",483980,3666.9999999999995,"San Antonio-New Braunfels, TX","31000US41700","san-antonio-new-braunfels-tx",0.6270884918028113
0,"Owner Occupied",2013,"2013",75075700,345645,"United States","01000US","united-states",0.649386382947334
0,"Owner Occupied",2013,"2013",5623552,26405,"Texas","04000US48","texas",0.6328217354223066
0,"Owner Occupied",2013,"2013",360802,3083,"Bexar County, TX","05000US48029","bexar-county-tx",0.5966647814280848
0,"Owner Occupied",2013,"2013",2495,203,"Alamo Heights, TX","16000US4801600","alamo-heights-tx",0.8032839665164199
0,"Owner Occupied",2013,"2013",186,51,"Balcones Heights, TX","16000US4805384","balcones-heights-tx",0.14418604651162792
0,"Owner Occupied",2013,"2013",1451,100,"Castle Hills, TX","16000US4813276","castle-hills-tx",0.7881586094513852
0,"Owner Occupied",2013,"2013",379,61,"China Grove, TX","16000US4814716","china-grove-tx",0.9546599496221663
0,"Owner Occupied",2013,"2013",4507,363,"Converse, TX","16000US4816468","converse-tx",0.6876716509002136
0,"Owner Occupied",2013,"2013",968,114.00000000000001,"Cross Mountain, TX","16000US4817811","cross-mountain-tx",0.9298751200768491
0,"Owner Occupied",2013,"2013",2218,142,"Fair Oaks Ranch, TX","16000US4825168","fair-oaks-ranch-tx",0.9597576806577239
0,"Owner Occupied",2013,"2013",2371,291,"Helotes, TX","16000US4833146","helotes-tx",0.8933685003767897
0,"Owner Occupied",2013,"2013",304,45,"Hill Country Village, TX","16000US4833968","hill-country-village-tx",0.9743589743589743
0,"Owner Occupied",2013,"2013",1126,124,"Hollywood Park, TX","16000US4834628","hollywood-park-tx",0.89792663476874
0,"Owner Occupied",2013,"2013",1900,264,"Kirby, TX","16000US4839448","kirby-tx",0.696225723708318
0,"Owner Occupied",2013,"2013",0,18,"Lackland AFB, TX","16000US4840036","lackland-afb-tx",0
0,"Owner Occupied",2013,"2013",2715,255,"Leon Valley, TX","16000US4842388","leon-valley-tx",0.617606915377616
0,"Owner Occupied",2013,"2013",2945,270,"Live Oak, TX","16000US4843096","live-oak-tx",0.5476013387876534
0,"Owner Occupied",2013,"2013",668,61,"Olmos Park, TX","16000US4853988","olmos-park-tx",0.7332601536772777
0,"Owner Occupied",2013,"2013",265894,2657,"San Antonio, TX","16000US4865000","san-antonio-tx",0.5572732188441821
0,"Owner Occupied",2013,"2013",1635,131,"Scenic Oaks, TX","16000US4866089","scenic-oaks-tx",0.9697508896797153
0,"Owner Occupied",2013,"2013",9077,376,"Schertz, TX","16000US4866128","schertz-tx",0.772116366110922
0,"Owner Occupied",2013,"2013",1730,188,"Selma, TX","16000US4866704","selma-tx",0.7954022988505747
0,"Owner Occupied",2013,"2013",1146,68,"Shavano Park, TX","16000US4867268","shavano-park-tx",0.9845360824742269
0,"Owner Occupied",2013,"2013",1563,146,"Terrell Hills, TX","16000US4872296","terrell-hills-tx",0.8707520891364903
0,"Owner Occupied",2013,"2013",6240,327,"Timberwood Park, TX","16000US4873057","timberwood-park-tx",0.8033989957512553
0,"Owner Occupied",2013,"2013",291,86,"Von Ormy, TX","16000US4875764","von-ormy-tx",0.8290598290598291
0,"Owner Occupied",2013,"2013",1906,191,"Windcrest, TX","16000US4879672","windcrest-tx",0.8691290469676243
0,"Owner Occupied",2013,"2013",481077,3600,"San Antonio-New Braunfels, TX","31000US41700","san-antonio-new-braunfels-tx",0.6331943424388163
